raw_stem,raw_product_id,timestamp,received_date,product_type,camera_id,crop_type,camera_angle,product_id,stem,has_kizu_dakon,has_kizu_ware,has_kizu_zairyou,has_ignore_shallow,has_ignore_cutting,has_ignore_oil,has_sabi,has_unuse,is_anomaly_image,is_anomaly_product,data_block_id
302_20200825130003216,302,20200825130003216,20201005,H,2,uncrop,5,20200825125952824,20200825125952824_2_5_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,2
302_20200825130004641,302,20200825130004641,20201005,H,2,uncrop,6,20200825125952824,20200825125952824_2_6_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,2
302_20200825130006308,302,20200825130006308,20201005,H,2,uncrop,7,20200825125952824,20200825125952824_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,2
302_20200825130008510,302,20200825130008510,20201005,H,2,uncrop,8,20200825125952824,20200825125952824_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,2
302_20200825130009942,302,20200825130009942,20201005,H,2,uncrop,9,20200825125952824,20200825125952824_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
302_20200825130011604,302,20200825130011604,20201005,H,2,uncrop,10,20200825125952824,20200825125952824_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,2
302_20200825130013805,302,20200825130013805,20201005,H,2,uncrop,11,20200825125952824,20200825125952824_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,2
303_20200825130139070,303,20200825130139070,20201005,H,2,uncrop,0,20200825130139070,20200825130139070_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
303_20200825130141009,303,20200825130141009,20201005,H,2,uncrop,1,20200825130139070,20200825130139070_2_1_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
303_20200825130143811,303,20200825130143811,20201005,H,2,uncrop,2,20200825130139070,20200825130139070_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
303_20200825130145288,303,20200825130145288,20201005,H,2,uncrop,3,20200825130139070,20200825130139070_2_3_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
303_20200825130147248,303,20200825130147248,20201005,H,2,uncrop,4,20200825130139070,20200825130139070_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
303_20200825130149455,303,20200825130149455,20201005,H,2,uncrop,5,20200825130139070,20200825130139070_2_5_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
303_20200825130150926,303,20200825130150926,20201005,H,2,uncrop,6,20200825130139070,20200825130139070_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
303_20200825130152543,303,20200825130152543,20201005,H,2,uncrop,7,20200825130139070,20200825130139070_2_7_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
303_20200825130154747,303,20200825130154747,20201005,H,2,uncrop,8,20200825130139070,20200825130139070_2_8_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
303_20200825130156180,303,20200825130156180,20201005,H,2,uncrop,9,20200825130139070,20200825130139070_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
303_20200825130157852,303,20200825130157852,20201005,H,2,uncrop,10,20200825130139070,20200825130139070_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
303_20200825130200059,303,20200825130200059,20201005,H,2,uncrop,11,20200825130139070,20200825130139070_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
304_20200825130800239,304,20200825130800239,20201005,H,2,uncrop,0,20200825130800239,20200825130800239_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
304_20200825130802202,304,20200825130802202,20201005,H,2,uncrop,1,20200825130800239,20200825130800239_2_1_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,0
304_20200825130805003,304,20200825130805003,20201005,H,2,uncrop,2,20200825130800239,20200825130800239_2_2_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,0
304_20200825130806434,304,20200825130806434,20201005,H,2,uncrop,3,20200825130800239,20200825130800239_2_3_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,0
304_20200825130808421,304,20200825130808421,20201005,H,2,uncrop,4,20200825130800239,20200825130800239_2_4_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,0
304_20200825130810745,304,20200825130810745,20201005,H,2,uncrop,5,20200825130800239,20200825130800239_2_5_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,0
304_20200825130812191,304,20200825130812191,20201005,H,2,uncrop,6,20200825130800239,20200825130800239_2_6_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,0
304_20200825130813840,304,20200825130813840,20201005,H,2,uncrop,7,20200825130800239,20200825130800239_2_7_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,0
304_20200825130816051,304,20200825130816051,20201005,H,2,uncrop,8,20200825130800239,20200825130800239_2_8_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,0
304_20200825130817491,304,20200825130817491,20201005,H,2,uncrop,9,20200825130800239,20200825130800239_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
304_20200825130819145,304,20200825130819145,20201005,H,2,uncrop,10,20200825130800239,20200825130800239_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
304_20200825130821393,304,20200825130821393,20201005,H,2,uncrop,11,20200825130800239,20200825130800239_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
305_20200825131032139,305,20200825131032139,20201005,H,2,uncrop,0,20200825131032139,20200825131032139_2_0_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,5
305_20200825131034105,305,20200825131034105,20201005,H,2,uncrop,1,20200825131032139,20200825131032139_2_1_uncrop,1,1,0,0,1,0,1,0,1.0,1.0,5
305_20200825131036918,305,20200825131036918,20201005,H,2,uncrop,2,20200825131032139,20200825131032139_2_2_uncrop,1,1,0,0,1,0,1,0,1.0,1.0,5
305_20200825131038334,305,20200825131038334,20201005,H,2,uncrop,3,20200825131032139,20200825131032139_2_3_uncrop,1,1,0,0,0,0,1,0,1.0,1.0,5
305_20200825131040288,305,20200825131040288,20201005,H,2,uncrop,4,20200825131032139,20200825131032139_2_4_uncrop,1,1,0,1,0,0,1,0,1.0,1.0,5
305_20200825131042562,305,20200825131042562,20201005,H,2,uncrop,5,20200825131032139,20200825131032139_2_5_uncrop,0,1,0,0,0,0,1,0,1.0,1.0,5
305_20200825131043994,305,20200825131043994,20201005,H,2,uncrop,6,20200825131032139,20200825131032139_2_6_uncrop,0,1,0,1,0,0,1,0,1.0,1.0,5
305_20200825131045652,305,20200825131045652,20201005,H,2,uncrop,7,20200825131032139,20200825131032139_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,5
305_20200825131047857,305,20200825131047857,20201005,H,2,uncrop,8,20200825131032139,20200825131032139_2_8_uncrop,0,0,0,1,1,0,1,0,0.0,1.0,5
305_20200825131049289,305,20200825131049289,20201005,H,2,uncrop,9,20200825131032139,20200825131032139_2_9_uncrop,0,0,0,0,1,0,0,0,0.0,1.0,5
305_20200825131050955,305,20200825131050955,20201005,H,2,uncrop,10,20200825131032139,20200825131032139_2_10_uncrop,0,0,0,0,1,0,0,0,0.0,1.0,5
305_20200825131053166,305,20200825131053166,20201005,H,2,uncrop,11,20200825131032139,20200825131032139_2_11_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,5
306_20200825140747289,306,20200825140747289,20201005,H,2,uncrop,0,20200825140747289,20200825140747289_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
306_20200825140749249,306,20200825140749249,20201005,H,2,uncrop,1,20200825140747289,20200825140747289_2_1_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
306_20200825140752113,306,20200825140752113,20201005,H,2,uncrop,2,20200825140747289,20200825140747289_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
306_20200825140753548,306,20200825140753548,20201005,H,2,uncrop,3,20200825140747289,20200825140747289_2_3_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
306_20200825140755499,306,20200825140755499,20201005,H,2,uncrop,4,20200825140747289,20200825140747289_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
306_20200825140757712,306,20200825140757712,20201005,H,2,uncrop,5,20200825140747289,20200825140747289_2_5_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
306_20200825140759142,306,20200825140759142,20201005,H,2,uncrop,6,20200825140747289,20200825140747289_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
306_20200825140800811,306,20200825140800811,20201005,H,2,uncrop,7,20200825140747289,20200825140747289_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
306_20200825140803010,306,20200825140803010,20201005,H,2,uncrop,8,20200825140747289,20200825140747289_2_8_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
306_20200825140804436,306,20200825140804436,20201005,H,2,uncrop,9,20200825140747289,20200825140747289_2_9_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
306_20200825140806099,306,20200825140806099,20201005,H,2,uncrop,10,20200825140747289,20200825140747289_2_10_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
306_20200825140808307,306,20200825140808307,20201005,H,2,uncrop,11,20200825140747289,20200825140747289_2_11_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
307_20200825140930290,307,20200825140930290,20201005,H,2,uncrop,0,20200825140930290,20200825140930290_2_0_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
307_20200825140932244,307,20200825140932244,20201005,H,2,uncrop,1,20200825140930290,20200825140930290_2_1_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
307_20200825140935049,307,20200825140935049,20201005,H,2,uncrop,2,20200825140930290,20200825140930290_2_2_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,4
307_20200825140936471,307,20200825140936471,20201005,H,2,uncrop,3,20200825140930290,20200825140930290_2_3_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,4
307_20200825140938434,307,20200825140938434,20201005,H,2,uncrop,4,20200825140930290,20200825140930290_2_4_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,4
307_20200825140940642,307,20200825140940642,20201005,H,2,uncrop,5,20200825140930290,20200825140930290_2_5_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,4
307_20200825140942072,307,20200825140942072,20201005,H,2,uncrop,6,20200825140930290,20200825140930290_2_6_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,4
307_20200825140943731,307,20200825140943731,20201005,H,2,uncrop,7,20200825140930290,20200825140930290_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
307_20200825140946068,307,20200825140946068,20201005,H,2,uncrop,8,20200825140930290,20200825140930290_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
307_20200825140947468,307,20200825140947468,20201005,H,2,uncrop,9,20200825140930290,20200825140930290_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
307_20200825140949200,307,20200825140949200,20201005,H,2,uncrop,10,20200825140930290,20200825140930290_2_10_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
307_20200825140951413,307,20200825140951413,20201005,H,2,uncrop,11,20200825140930290,20200825140930290_2_11_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
308_20200825141112842,308,20200825141112842,20201005,H,2,uncrop,0,20200825141112842,20200825141112842_2_0_uncrop,1,0,0,1,1,0,1,0,1.0,1.0,8
308_20200825141114803,308,20200825141114803,20201005,H,2,uncrop,1,20200825141112842,20200825141112842_2_1_uncrop,1,0,0,1,1,0,1,0,1.0,1.0,8
308_20200825141117611,308,20200825141117611,20201005,H,2,uncrop,2,20200825141112842,20200825141112842_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
308_20200825141119049,308,20200825141119049,20201005,H,2,uncrop,3,20200825141112842,20200825141112842_2_3_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
308_20200825141121010,308,20200825141121010,20201005,H,2,uncrop,4,20200825141112842,20200825141112842_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
308_20200825141123215,308,20200825141123215,20201005,H,2,uncrop,5,20200825141112842,20200825141112842_2_5_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,8
308_20200825141124664,308,20200825141124664,20201005,H,2,uncrop,6,20200825141112842,20200825141112842_2_6_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,8
308_20200825141126336,308,20200825141126336,20201005,H,2,uncrop,7,20200825141112842,20200825141112842_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
308_20200825141128531,308,20200825141128531,20201005,H,2,uncrop,8,20200825141112842,20200825141112842_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
308_20200825141129964,308,20200825141129964,20201005,H,2,uncrop,9,20200825141112842,20200825141112842_2_9_uncrop,1,0,0,1,1,0,1,0,1.0,1.0,8
308_20200825141131619,308,20200825141131619,20201005,H,2,uncrop,10,20200825141112842,20200825141112842_2_10_uncrop,1,0,0,1,1,0,1,0,1.0,1.0,8
308_20200825141133827,308,20200825141133827,20201005,H,2,uncrop,11,20200825141112842,20200825141112842_2_11_uncrop,1,0,0,1,1,0,1,0,1.0,1.0,8
309_20200825141252366,309,20200825141252366,20201005,H,2,uncrop,0,20200825141252366,20200825141252366_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
309_20200825141254317,309,20200825141254317,20201005,H,2,uncrop,1,20200825141252366,20200825141252366_2_1_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,6
309_20200825141257218,309,20200825141257218,20201005,H,2,uncrop,2,20200825141252366,20200825141252366_2_2_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,6
309_20200825141258648,309,20200825141258648,20201005,H,2,uncrop,3,20200825141252366,20200825141252366_2_3_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,6
309_20200825141300622,309,20200825141300622,20201005,H,2,uncrop,4,20200825141252366,20200825141252366_2_4_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,6
309_20200825141302815,309,20200825141302815,20201005,H,2,uncrop,5,20200825141252366,20200825141252366_2_5_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,6
309_20200825141304239,309,20200825141304239,20201005,H,2,uncrop,6,20200825141252366,20200825141252366_2_6_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,6
309_20200825141305907,309,20200825141305907,20201005,H,2,uncrop,7,20200825141252366,20200825141252366_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,6
309_20200825141308110,309,20200825141308110,20201005,H,2,uncrop,8,20200825141252366,20200825141252366_2_8_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,6
309_20200825141309554,309,20200825141309554,20201005,H,2,uncrop,9,20200825141252366,20200825141252366_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,6
309_20200825141311215,309,20200825141311215,20201005,H,2,uncrop,10,20200825141252366,20200825141252366_2_10_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
309_20200825141313419,309,20200825141313419,20201005,H,2,uncrop,11,20200825141252366,20200825141252366_2_11_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
310_20200825141433802,310,20200825141433802,20201005,H,2,uncrop,0,20200825141433802,20200825141433802_2_0_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
310_20200825141435761,310,20200825141435761,20201005,H,2,uncrop,1,20200825141433802,20200825141433802_2_1_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
310_20200825141438555,310,20200825141438555,20201005,H,2,uncrop,2,20200825141433802,20200825141433802_2_2_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
310_20200825141439990,310,20200825141439990,20201005,H,2,uncrop,3,20200825141433802,20200825141433802_2_3_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
310_20200825141441944,310,20200825141441944,20201005,H,2,uncrop,4,20200825141433802,20200825141433802_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,6
310_20200825141444231,310,20200825141444231,20201005,H,2,uncrop,5,20200825141433802,20200825141433802_2_5_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
310_20200825141445659,310,20200825141445659,20201005,H,2,uncrop,6,20200825141433802,20200825141433802_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
310_20200825141447319,310,20200825141447319,20201005,H,2,uncrop,7,20200825141433802,20200825141433802_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
310_20200825141449526,310,20200825141449526,20201005,H,2,uncrop,8,20200825141433802,20200825141433802_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
310_20200825141450956,310,20200825141450956,20201005,H,2,uncrop,9,20200825141433802,20200825141433802_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,6
310_20200825141452615,310,20200825141452615,20201005,H,2,uncrop,10,20200825141433802,20200825141433802_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,6
310_20200825141454816,310,20200825141454816,20201005,H,2,uncrop,11,20200825141433802,20200825141433802_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,6
311_20200825141617223,311,20200825141617223,20201005,H,2,uncrop,0,20200825141617223,20200825141617223_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
311_20200825141619190,311,20200825141619190,20201005,H,2,uncrop,1,20200825141617223,20200825141617223_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,2
311_20200825141621987,311,20200825141621987,20201005,H,2,uncrop,2,20200825141617223,20200825141617223_2_2_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
311_20200825141623415,311,20200825141623415,20201005,H,2,uncrop,3,20200825141617223,20200825141617223_2_3_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
311_20200825141625412,311,20200825141625412,20201005,H,2,uncrop,4,20200825141617223,20200825141617223_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,2
311_20200825141627600,311,20200825141627600,20201005,H,2,uncrop,5,20200825141617223,20200825141617223_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
311_20200825141629031,311,20200825141629031,20201005,H,2,uncrop,6,20200825141617223,20200825141617223_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,2
311_20200825141630695,311,20200825141630695,20201005,H,2,uncrop,7,20200825141617223,20200825141617223_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,2
311_20200825141632898,311,20200825141632898,20201005,H,2,uncrop,8,20200825141617223,20200825141617223_2_8_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,2
311_20200825141634353,311,20200825141634353,20201005,H,2,uncrop,9,20200825141617223,20200825141617223_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,2
311_20200825141636010,311,20200825141636010,20201005,H,2,uncrop,10,20200825141617223,20200825141617223_2_10_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
311_20200825141638212,311,20200825141638212,20201005,H,2,uncrop,11,20200825141617223,20200825141617223_2_11_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,2
312_20200825141802377,312,20200825141802377,20201005,H,2,uncrop,0,20200825141802377,20200825141802377_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
312_20200825141804355,312,20200825141804355,20201005,H,2,uncrop,1,20200825141802377,20200825141802377_2_1_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
312_20200825141807159,312,20200825141807159,20201005,H,2,uncrop,2,20200825141802377,20200825141802377_2_2_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
312_20200825141808591,312,20200825141808591,20201005,H,2,uncrop,3,20200825141802377,20200825141802377_2_3_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
312_20200825141810560,312,20200825141810560,20201005,H,2,uncrop,4,20200825141802377,20200825141802377_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
312_20200825141812758,312,20200825141812758,20201005,H,2,uncrop,5,20200825141802377,20200825141802377_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
312_20200825141814183,312,20200825141814183,20201005,H,2,uncrop,6,20200825141802377,20200825141802377_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
312_20200825141815849,312,20200825141815849,20201005,H,2,uncrop,7,20200825141802377,20200825141802377_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
312_20200825141818049,312,20200825141818049,20201005,H,2,uncrop,8,20200825141802377,20200825141802377_2_8_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
312_20200825141819480,312,20200825141819480,20201005,H,2,uncrop,9,20200825141802377,20200825141802377_2_9_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
312_20200825141821143,312,20200825141821143,20201005,H,2,uncrop,10,20200825141802377,20200825141802377_2_10_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
312_20200825141823353,312,20200825141823353,20201005,H,2,uncrop,11,20200825141802377,20200825141802377_2_11_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
313_20200825141948717,313,20200825141948717,20201005,H,2,uncrop,0,20200825141948717,20200825141948717_2_0_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
313_20200825141950676,313,20200825141950676,20201005,H,2,uncrop,1,20200825141948717,20200825141948717_2_1_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
313_20200825141953474,313,20200825141953474,20201005,H,2,uncrop,2,20200825141948717,20200825141948717_2_2_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,4
313_20200825141954933,313,20200825141954933,20201005,H,2,uncrop,3,20200825141948717,20200825141948717_2_3_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,4
313_20200825141956889,313,20200825141956889,20201005,H,2,uncrop,4,20200825141948717,20200825141948717_2_4_uncrop,1,0,0,1,0,0,0,0,1.0,1.0,4
313_20200825141959095,313,20200825141959095,20201005,H,2,uncrop,5,20200825141948717,20200825141948717_2_5_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,4
313_20200825142000528,313,20200825142000528,20201005,H,2,uncrop,6,20200825141948717,20200825141948717_2_6_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,4
313_20200825142002179,313,20200825142002179,20201005,H,2,uncrop,7,20200825141948717,20200825141948717_2_7_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
313_20200825142004385,313,20200825142004385,20201005,H,2,uncrop,8,20200825141948717,20200825141948717_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
313_20200825142005819,313,20200825142005819,20201005,H,2,uncrop,9,20200825141948717,20200825141948717_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
313_20200825142007476,313,20200825142007476,20201005,H,2,uncrop,10,20200825141948717,20200825141948717_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
313_20200825142009683,313,20200825142009683,20201005,H,2,uncrop,11,20200825141948717,20200825141948717_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
314_20200825142140000,314,20200825142140000,20201005,H,2,uncrop,0,20200825142140000,20200825142140000_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
314_20200825142141970,314,20200825142141970,20201005,H,2,uncrop,1,20200825142140000,20200825142140000_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
314_20200825142144771,314,20200825142144771,20201005,H,2,uncrop,2,20200825142140000,20200825142140000_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
314_20200825142146202,314,20200825142146202,20201005,H,2,uncrop,3,20200825142140000,20200825142140000_2_3_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,0
314_20200825142148156,314,20200825142148156,20201005,H,2,uncrop,4,20200825142140000,20200825142140000_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,0
314_20200825142150364,314,20200825142150364,20201005,H,2,uncrop,5,20200825142140000,20200825142140000_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,0
314_20200825142151792,314,20200825142151792,20201005,H,2,uncrop,6,20200825142140000,20200825142140000_2_6_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,0
314_20200825142153489,314,20200825142153489,20201005,H,2,uncrop,7,20200825142140000,20200825142140000_2_7_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,0
314_20200825142155694,314,20200825142155694,20201005,H,2,uncrop,8,20200825142140000,20200825142140000_2_8_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
314_20200825142157129,314,20200825142157129,20201005,H,2,uncrop,9,20200825142140000,20200825142140000_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
314_20200825142158789,314,20200825142158789,20201005,H,2,uncrop,10,20200825142140000,20200825142140000_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,0
